instance,count,sign,main_group,layer,frac_fb,frac_lat,frac_ff,VIC,cluster,size,r2
Dm19_R,15,-1,OL internal,1.0002968878265914,0.079205738232749,0.8442260539504366,0.0765682078168144,0.84985125,,33.632246602613115,-0.5085254236631782
Dm1_R,39,-1,OL internal,1.8876118602339385,0.8410185822436339,0.15898141775636615,0.0,0.42353886,,8.019199739591294,0.1467953972523427
Dm20_R,48,-1,OL internal,1.0380685012561706,0.007911656088186156,0.2099191749990673,0.7821691689127466,0.38798016,,20.044613769292905,0.029304339090473697
Dm2_R,726,1,OL internal,1.530868652628343,0.008603418664033188,0.4614616979990441,0.5299348833369227,0.27417663,,2.462368344334042,0.6079781248881355
Dm3a_R,601,-1,OL internal,1.38816772435842,0.0,0.7774869109947644,0.2225130890052356,0.2397144,,2.6302559432054484,0.5722643381010586
Dm3b_R,571,-1,OL internal,1.3416860342997847,0.0,0.6418338108882522,0.3581661891117478,0.23409614,,2.5667709875888343,0.590677909873091
Dm3c_R,401,-1,OL internal,1.603643205582952,0.16791771542155187,0.5137669308069288,0.31831535377151926,0.24977596,,4.5014228309162965,0.5061285680429293
Dm4_R,48,-1,OL internal,1.0060924301048866,0.006917588512797271,0.09074291889209703,0.9023394925951057,0.5225946,,4.157960656429626,-0.04335942829403994
Dm6_R,29,-1,OL internal,1.001092476845323,0.25751995089011664,0.46408839779005523,0.2783916513198281,0.7171496,,15.776506100059654,-0.12327234432266532
Dm8a_R,285,-1,OL internal,1.040939249807901,0.0,0.26728110599078336,0.7327188940092165,0.2321197,,2.259031789694139,0.6134924663316772
Dm8b_R,265,-1,OL internal,1.0435351714320364,0.004187503785647029,0.5107243663515173,0.48508812986283567,0.23971896,,2.25078779140113,0.6298005263243516
Dm9_R,135,-1,OL internal,1.0000825976037104,0.5867981925215672,0.22988418562800014,0.1833176218504328,0.7316274,,2.478588936306849,0.5043551516026763
H1_R,1,-1,OL output,2.9618860395502447,0.0015814443858724301,0.002987172728870146,0.9954313828852575,0.12965645,9.0,98.8124533821291,-1.0
H2_R,1,1,OL output,2.9966302673751244,0.06873905429071804,0.2561295971978984,0.6751313485113836,0.15530446,9.0,122.10690153794621,-1.0
HBeyelet_R,3,0,visual input,0.0,0.0,0.05837173579109063,0.9416282642089093,0.0,,,
HSE_R,1,1,OL output,2.9966618229894406,0.050767414403778036,0.2762691853600945,0.6729634002361276,0.14801262,9.0,85.6076668646018,-1.0
HSN_R,1,1,OL output,2.994604091587912,0.023842917251051893,0.1584852734922861,0.8176718092566619,0.15135248,9.0,64.47632162237495,-1.0
HSS_R,1,1,OL output,2.974174081538121,0.022727272727272728,0.4675324675324675,0.5097402597402597,0.14516558,9.0,68.37615965125363,-0.9387024923739289
HST_R,1,1,OL output,2.990430965952786,0.004112622587788674,0.39354634609300854,0.6023410313192028,0.13627306,9.0,129.4203210831873,-0.5309211860369776
L1_R,892,-1,visual input,0.0,0.0,0.0,1.0,0.0,,,
L2_R,893,1,visual input,0.0,0.0,0.0,1.0,0.0,,,
L3_R,892,1,visual input,0.0,0.0,0.0028169014084507044,0.9971830985915493,0.0,,,
L4_R,891,1,OL internal,1.6666666492819786,0.4286927549487163,0.5713072450512837,0.0,0.30760726,,3.91587503335481,0.43704513808797474
L5_R,898,1,OL internal,1.0,0.06522177211360135,0.29769353199184445,0.6370846958945541,0.47213116,,1.3043992275056184,0.5128645901658142
LC10a_R,140,1,OL output,2.501322830487529,0.001660742605650992,0.2683962397427349,0.7299430176516141,0.06910729,6.0,8.573781445484961,0.854179294567198
LC10b_R,48,1,OL output,2.2904331090758614,0.0062108808245669184,0.6490468883032681,0.344742230872165,0.06656802,6.0,8.875685462513708,0.711074421139943
LC10c-1_R,66,1,OL output,2.0583926015411187,0.0,0.33006656804733725,0.6699334319526628,0.09020962,7.0,7.180835682075781,0.1379981519371089
LC10c-2_R,66,1,OL output,2.128071475037098,0.0,0.22261366741681202,0.7773863325831879,0.076798074,7.0,6.636119171708906,0.5542682416733158
LC10d_R,106,1,OL output,2.538384034303148,0.010388597137873837,0.7949667410931424,0.19464466176898385,0.077238,6.0,9.782073304230275,0.8661692291534806
LC10e_R,48,1,OL output,2.753974798546977,0.09577658065595318,0.8747581988175294,0.029465220526517434,0.08326323,6.0,15.627418442569228,0.796615211148141
LC11_R,75,1,OL output,2.7404570617403263,0.055652968915748134,0.6995775867189296,0.24476944436532225,0.15475753,9.0,13.573566563415516,0.5890362137447789
LC12_R,242,1,OL output,2.088990740799181,0.0,0.15887749350832342,0.8411225064916765,0.12251523,9.0,3.72023765062047,0.8861581003643834
LC13_R,94,1,OL output,2.392430481922493,0.002450233711987331,0.281417090845578,0.7161326754424346,0.06813839,6.0,8.830831154191404,0.6863075474594638
LC14a-1_R,15,1,OL output,2.627675419928728,0.0011165496880263738,0.021472537489484144,0.9774109128224895,0.09335015,9.0,13.206582796419065,0.4492520556134778
LC14a-2_R,8,1,OL output,2.5431796393805017,0.0005238497013617761,0.019042449090529528,0.9804337012081088,0.079548255,6.0,17.71625216880137,-0.0442350203184072
LC14b_R,22,1,OL output,2.35244842113235,0.0,0.006895659823052535,0.9931043401769475,0.114475206,8.0,9.549970340703966,0.39377605087123796
LC15_R,65,1,OL output,2.6160825178452107,0.04286025313630414,0.4342293120479382,0.5229104348157577,0.11337533,8.0,11.884578883058172,0.8840186006906012
LC16_R,94,1,OL output,2.107375128957819,0.0016333024010477008,0.21292327305981526,0.7854434245391371,0.08739406,7.0,6.220242992967868,0.402684725924012
LC17_R,175,1,OL output,2.775748359751168,0.000744016962033175,0.9347650316210989,0.06449095141686795,0.10530845,9.0,7.4473611062064045,0.8709036314079229
LC18_R,104,1,OL output,2.839439587895934,0.04653718478071889,0.7615520137534969,0.1919108014657843,0.1442478,9.0,12.330363871405178,0.7620817863339286
LC19_R,8,1,OL output,2.805528152327944,0.014907218466439064,0.09977663316231586,0.8853161483712452,0.08197473,6.0,33.747482475525636,0.21634351282005648
LC20a_R,30,1,OL output,2.6933418390408432,0.088126194806082,0.8541983844687822,0.05767542072513586,0.12016752,8.0,11.463479411092417,0.3329214514953046
LC20b_R,40,-1,OL output,2.5091208971284225,0.04254814246140903,0.9345071181032981,0.022944739435292752,0.10854531,8.0,13.190438802989402,0.4275687761353609
LC21_R,78,1,OL output,2.7805104939939547,0.08226292311707012,0.8271667870646557,0.09057028981827417,0.13197115,9.0,8.373893199795539,0.8851312823204612
LC22_R,35,1,OL output,2.446403808209569,0.004110338544243107,0.41659331232393293,0.5792963491318238,0.11462037,8.0,11.734716986043603,0.6072818261737782
LC23_R,6,1,OL output,2.1712166603935006,0.0002600405053807806,0.042422437589850516,0.9573175219047687,0.16439304,9.0,20.93890384145458,0.06376351518099366
LC24_R,54,1,OL output,2.4128988641452844,0.007117970066078968,0.6289467020340008,0.3639353278999203,0.084296905,6.0,9.612580629622121,0.6978730348008727
LC25_R,27,-1,OL output,2.366152490316562,0.007062038915810981,0.7231415307337604,0.26979643035042866,0.14802162,8.0,20.853236364649305,-0.046240898239592765
LC26_R,37,1,OL output,2.156556064037676,0.0,0.24568965517241378,0.7543103448275862,0.06806452,4.0,9.140705612146185,0.0920308823332252
LC27_R,23,1,OL output,2.3366318190396704,0.007940305914464471,0.5872281597277609,0.4048315343577745,0.07449036,6.0,17.419867069845637,0.4007705646521921
LC28_R,31,1,OL output,2.498637842237342,0.00991916087891493,0.962451062086559,0.027629777034526064,0.120376974,8.0,15.086771847482598,0.3026306089042172
LC29_R,19,1,OL output,2.3085379371987065,0.0022231157755882506,0.4346574637098407,0.563119420514571,0.09311351,8.0,12.809653728400484,0.34412086758235716
LC30_R,30,-1,OL output,2.0488904090494886,0.005648498767908373,0.3507164947775806,0.6436350064545111,0.10851204,7.0,4.025825799821896,0.6664943163144179
LC31a_R,16,1,OL output,2.508900435648036,0.004051998219368888,0.13473075618790598,0.8612172455927251,0.11761019,8.0,12.568258912583362,0.2966081700002932
LC31b_R,6,1,OL output,2.69204394359977,0.002224634210111602,0.15330251958307248,0.8444728462068161,0.11422552,8.0,41.472517798697304,-0.39552023472218867
LC33_R,16,-1,OL output,2.852821734986726,0.00497256766031838,0.17142917505393643,0.8235982572857452,0.061398894,6.0,34.82617697387483,0.24446611603233215
LC34_R,6,1,OL output,2.6125624338129505,0.0224893007178253,0.5262302986128099,0.4512804006693649,0.06555593,6.0,18.918925979022763,0.5080808585971688
LC35a_R,5,1,OL output,2.0464763054703115,0.011650485436893204,0.6805825242718446,0.30776699029126214,0.14566648,9.0,36.17520176606734,-1.0
LC35b_R,1,1,OL output,2.057534603828887,0.009651076466221232,0.5115070527097253,0.47884187082405344,0.12249757,9.0,44.75373346776725,-1.0
LC36_R,16,1,OL output,2.639184313504984,0.007978970747726322,0.22721263812987627,0.7648083911223974,0.065439954,6.0,26.091105382660295,-0.13196197338126536
LC37_R,8,-1,OL output,2.247528411598233,0.010860094139402454,0.4012626792684386,0.5878772265921589,0.07045211,7.0,21.52427696349354,0.1692389686346839
LC39a_R,3,-1,OL output,2.359543634944312,0.007194244604316546,0.38508829300196207,0.6077174623937214,0.07294106,8.0,22.39054627620823,-0.7538306608857117
LC39b_R,1,-1,OL output,2.3323753998138983,0.0035149384885764497,0.19420035149384884,0.8022847100175747,0.10259592,8.0,25.58740703667623,-0.8830163843352878
LC40_R,15,1,OL output,2.6281288461858097,0.07927173510141287,0.4894528198643342,0.4312754450342528,0.09347971,6.0,23.77676572957145,0.5173785082802083
LC41_R,6,1,OL output,2.781402759028353,0.052422672542547545,0.278083948565652,0.6694933788918004,0.06750412,6.0,46.788289277157325,-0.38615919452590686
LC43_R,6,1,OL output,2.6815479309888084,0.0017312421476334233,0.09459906039549132,0.9036696974568752,0.08556829,8.0,30.70118978410433,-0.05279536873077162
LC44_R,3,1,OL output,2.6885146960534296,0.020689655172413793,0.4220689655172414,0.5572413793103448,0.07250053,6.0,36.77515247453291,0.045121513271141445
LC46b_R,5,1,OL output,2.300086614956017,0.005621975519499003,0.449686877312838,0.544691147167663,0.05142506,7.0,23.000137674021722,-0.3883879858784902
LC4_R,55,1,OL output,2.059387998318968,0.0019056251231452527,0.21129414123282947,0.7868002336440254,0.17407075,9.0,10.463393524809833,0.20148383526025737
LC6_R,65,1,OL output,2.312845942200653,0.0012972004218847768,0.1442511815297831,0.854451618048332,0.08092009,6.0,9.796262795645191,0.675965571848284
LC9_R,115,1,OL output,3.0021157867648056,0.20414969000857147,0.6615254487075779,0.13432486128385066,0.029761204,8.0,10.084653494633168,0.8709783390158621
LLPC1_R,142,1,OL output,2.455151510312663,0.01739768271255144,0.3331315008421877,0.6494708164452608,0.1185561,9.0,5.562553728304714,0.761724380655691
LLPC2_R,125,1,OL output,2.506196633486991,0.021343202036828164,0.5131583520358839,0.46549844592728795,0.12272633,9.0,5.356509695049457,0.7724214269661958
LLPC3_R,112,1,OL output,2.616150792755239,0.17183523632457107,0.6108409896230058,0.2173237740524231,0.124249995,9.0,5.373314064970933,0.7293416533588086
LLPC4_R,3,1,OL output,2.462714090511747,0.004410143329658214,0.20948180815876516,0.7861080485115767,0.09694956,6.0,8.713178616375364,0.2183192217125901
LOLP1_R,32,-1,OL internal,2.4865683622760524,0.00678338955053923,0.9263827567713719,0.06683385367808879,0.08503193,,16.88770974665932,0.7832451299820524
LPC1_R,109,1,OL output,2.84890191567442,0.11153396083522145,0.697856242815523,0.1906097963492554,0.10800434,9.0,5.730786844429462,0.7724243175225006
LPC2_R,79,1,OL output,2.9575259366139672,0.6407560119766175,0.3512536139918582,0.007990374031524347,0.1318946,9.0,6.267210052577228,0.6005270048062772
LPLC1_R,66,1,OL output,2.2897895253264275,0.0036095644219953575,0.5211386469140697,0.4752517886639349,0.1201546,8.0,7.174415608776411,0.7451302681552636
LPLC2_R,91,1,OL output,2.347820851064349,0.003756415004497116,0.35331463943706676,0.6429289455584359,0.124948665,8.0,10.234381165807088,0.7005722709395323
LPLC4_R,49,1,OL output,2.3171339913078506,0.0018533353347967797,0.20908208625812041,0.7890645784070829,0.08385229,9.0,8.451391117890028,0.6468289533084388
LPT100_R,19,1,OL output,2.9747968210762323,0.10885729875278871,0.8419844316519819,0.04915826959522942,0.14566462,9.0,10.83346860241854,0.2277239269450616
LPT101_R,6,1,OL output,2.981805973531604,0.08562118367580673,0.6502769868794319,0.2641018294447614,0.09448385,9.0,25.725466606652674,0.23513612268504086
LPT110_R,1,1,CB input,3.662181960540738,0.5469054106656287,0.43985986765278323,0.013234721681588167,0.012469118,,91.02643039072352,-0.14347761530770908
LPT111_R,51,-1,CB input,3.0186087645176114,0.2089848516187382,0.7878626424074581,0.0031525059738036713,0.06355836,,48.839828477644566,0.27293688484953293
LPT112_R,20,-1,CB input,3.393313860077775,0.5221105823988783,0.4758957088968982,0.001993708704223615,0.023609549,,60.69987292536576,0.028116757820946692
LPT113_R,12,-1,CB input,3.0434957424649176,0.2624790296410524,0.7375209703589475,0.0,0.056248203,,85.90562750589669,-0.08836569609201395
LPT114_R,11,-1,CB input,3.218022867863428,0.4535853003128657,0.525468881679056,0.020945818008078192,0.03666098,,71.86193811556348,-0.11466062236166907
LPT115_R,3,-1,CB input,3.1278174487362618,0.25104492448862553,0.734252724144523,0.014702351366851463,0.06720373,,80.21230197217892,0.1244380195447986
LPT116_R,5,-1,CB input,3.399611362513803,0.2167979913539833,0.7634854715263496,0.01971653711966703,0.024738098,,131.42746170380343,-0.24581881863536892
LPT21_R,1,1,OL output,2.987194923167575,0.07589000213174163,0.5303773182690258,0.3937326795992326,0.12770045,9.0,62.01890200447155,-0.7384334494051596
LPT22_R,1,-1,OL output,2.90203843840449,0.03125,0.7629540598290598,0.20579594017094016,0.08948078,9.0,68.77504998158427,-1.0
LPT23_R,3,1,OL output,2.979480997451378,0.6745824174094729,0.32114343871934614,0.004274143871180966,0.12680992,9.0,118.13434354455732,-0.21316656797756361
LPT26_R,1,1,OL output,2.908455490060785,0.06420642064206421,0.7893789378937893,0.1464146414641464,0.1427022,8.0,44.28411552142397,-1.0
LPT27_R,1,1,OL output,2.999784382904467,0.05674694820191356,0.8686902012537117,0.0745628505443748,0.15653372,9.0,34.978344643871274,-1.0
LPT28_R,1,1,OL output,2.9385985787199376,0.1300617707618394,0.5247083047357584,0.3452299245024022,0.117494844,9.0,73.62649733295292,-0.7814843635606719
LPT29_R,1,1,OL output,2.807775016310772,0.07063631056625802,0.27904261529480445,0.6503210741389376,0.1211293,8.0,70.87366802584177,-0.7185537670960711
LPT30_R,1,1,OL output,2.827541297587747,0.048019628461268844,0.69155275148966,0.26042762004907116,0.10710831,9.0,33.1110730082999,-0.11361676878413673
LPT31_R,4,1,OL output,2.7095852300239534,0.004444007637123137,0.16587315664301433,0.8296828357198625,0.11505942,9.0,40.636950052406945,-0.5489771549626805
LPT49_R,1,1,OL output,2.8660253409815653,0.03297269448737764,0.5883565172591447,0.3786707882534776,0.10593245,9.0,98.15336243880192,-1.0
LPT50_R,1,-1,OL output,2.980214061439247,0.01827371695178849,0.060847589424572315,0.9208786936236392,0.15904991,9.0,77.38527630924041,-1.0
LPT51_R,2,-1,OL output,3.0006703285897984,0.21377474397423135,0.6492370433309141,0.1369882126948545,0.09529703,9.0,49.34973366618989,0.5164702363816012
LPT52_R,1,1,OL output,2.9919665481321065,0.04757575757575758,0.6854545454545454,0.26696969696969697,0.089525186,9.0,63.82096282917058,-1.0
LPT53_R,1,-1,CB input,3.293678646518022,0.3259869985730141,0.6495956873315364,0.0244173140954495,0.038511127,,104.44639412117783,0.020471831952490915
LPT54_R,1,1,OL output,2.608279966122338,0.09998769382229879,0.7045286733940438,0.1954836327836574,0.11973531,9.0,125.31225145343856,-1.0
LPT57_L,1,1,CB input,3.4077788410988217,0.34682561685611313,0.6502171703169762,0.0029572128269106366,0.028048197,,138.47108289781866,-1.0
LPT59_L,1,-1,CB input,3.481549651765941,0.7149332061068703,0.1384780534351145,0.14658874045801526,0.018203273,,135.39104501743677,-0.5050267017161083
LPT60_R,1,1,CB input,3.1003232219610526,0.33257648183556404,0.32624282982791586,0.3411806883365201,0.044757683,,126.42651905208236,-1.0
LPi12_R,2,-1,OL internal,2.9875580571217224,0.28693320976090264,0.7129119767409581,0.00015481349813928276,0.15441728,,149.52620922685878,-0.7959773590766694
LPi14_R,16,-1,OL internal,2.982221143037287,0.2387498725301193,0.7612501274698807,0.0,0.14170304,,16.277571406749818,0.3154119559071054
LPi21_R,1,-1,OL internal,2.996896648135,0.34836538844423204,0.6514753315016127,0.0001592800541552184,0.1544998,,120.2377460295004,-1.0
LPi2b_R,1,-1,OL internal,2.9983448654124887,0.731330776420537,0.2684758436200729,0.00019337995939020856,0.155323,,120.82545087161827,-1.0
LPi2c_R,27,-1,OL internal,2.909560541857112,0.7029360967184801,0.2970639032815199,0.0,0.10770564,,30.354550204729044,-0.2632267117249032
LPi2d_R,26,-1,OL internal,2.9571656094174528,0.3424467744898001,0.6575532255101999,0.0,0.097402625,,12.397578111613795,0.5496835198472528
LPi2e_R,46,-1,OL internal,2.9698675355364283,0.5191063777853431,0.4808936222146569,0.0,0.13017887,,8.288280052411723,0.6303918963229911
LPi3412_R,57,-1,OL internal,2.9395160821777027,0.4937810945273632,0.5062189054726368,0.0,0.14404774,,6.985432405140052,0.5410108676093301
LPi34_R,58,-1,OL internal,2.9613979170708893,0.06456911459282537,0.9342807247338782,0.001150160673296431,0.15498222,,6.9918588681389195,0.4647058037307848
LPi3a_R,62,-1,OL internal,2.99309563454157,0.25800874352609743,0.7419912564739026,0.0,0.11650598,,6.79607902506739,0.7359634729826725
LPi3b_R,22,-1,OL internal,2.983019748774308,0.45754884206818147,0.5410319168813046,0.0014192410505139584,0.123361334,,17.48130708757696,0.439270130197855
LPi3c_R,6,-1,OL internal,2.9094343386098176,0.10104481131769588,0.896628678309522,0.002326510372782055,0.11905168,,18.726974281505754,0.04197228345144305
LPi43_R,33,-1,OL internal,2.979079719721656,0.11602209944751381,0.8839779005524862,0.0,0.14101782,,7.710823988134431,0.40602334377618265
LPi4a_R,17,-1,OL internal,2.931649315283458,0.324690720990034,0.6733518978920839,0.001957381117882105,0.10097496,,12.971611819743526,0.3621111673853
LPi4b_R,1,-1,OL internal,2.979854378154731,0.7035475276396669,0.2956552751379361,0.0007971972223970462,0.15599306,,123.28313042460161,-1.0
LT11_R,1,-1,OL output,2.379634210215337,0.002102446483180428,0.5295298165137615,0.4683677370030581,0.16320893,9.0,133.43622247311228,-1.0
LT1a_R,1,1,OL output,2.891200509403608,0.007153534059363656,0.4790732436472347,0.5137732222934016,0.16842157,9.0,112.60758425566561,-1.0
LT1b_R,1,1,OL output,2.877157658930889,0.007157742140074295,0.6122134638035698,0.3806287940563559,0.16813815,9.0,124.20783250350493,-1.0
LT1c_R,1,1,OL output,2.7716402729672778,0.0028763183125599234,0.39948865452221155,0.5976350271652285,0.19092213,8.0,139.69183710922923,-1.0
LT1d_R,1,1,OL output,2.9555173103071013,0.003512623490669594,0.46644712769849983,0.5300402488108306,0.17858395,9.0,124.36729552624848,-1.0
LT33_L,1,-1,OL internal,2.1221597522297064,0.02192663882331578,0.9731251134919194,0.004948247684764845,0.2004137,,126.47214853941082,-1.0
LT34_R,1,-1,CB input,2.403188351752362,0.1165463779738038,0.8631381983426891,0.020315423683507083,0.032974612,,110.9459125771618,-0.1659956146834647
LT35_L,1,-1,CB input,2.812962071358548,0.7544469003262815,0.2412377644458478,0.00431533522787075,0.048633333,,155.40111638243846,-1.0
LT36_L,1,-1,CB input,2.9700715624228966,0.9016602809706258,0.0918037713169559,0.006535947712418301,0.04009671,,107.82269359529228,-1.0
LT37_R,1,-1,CB input,3.390413512933344,0.891187900430627,0.1050309841403214,0.00378111542905157,0.015902476,,71.26996758936325,-0.7428790926702176
LT39_R,1,-1,CB input,2.7548389216682696,0.5740122426265999,0.42244017807456874,0.0035475792988313858,0.05445373,,124.29750261887888,-1.0
LT40_R,1,-1,CB input,2.772448616975798,0.2789874314037883,0.6179854841564879,0.10302708443972385,0.041858293,,98.02536168446797,-0.26702891011374996
LT41_R,1,-1,CB input,3.2483035211453046,0.8256182625237793,0.16275628831113928,0.011625449165081379,0.02078324,,57.7568091306008,-1.0
LT42_R,1,-1,CB input,3.00729536068133,0.7722539961871242,0.21256782519431003,0.015178178618565772,0.055600256,,117.36758920782893,-1.0
LT43_R,2,-1,OL output,2.4165863952546687,0.04859942744140882,0.7063015757370577,0.24509899682153352,0.06747199,7.0,96.31863000184505,-0.6715531084755474
LT46_L,1,-1,CB input,2.847521632400779,0.5756478127612148,0.4228197269434383,0.0015324602953468935,0.07258616,,55.56378778888166,-1.0
LT47_R,1,1,OL output,2.490156822733024,0.014942528735632184,0.32298850574712645,0.6620689655172414,0.08649253,6.0,40.25129370732565,-0.18445550975817904
LT51_R,11,-1,OL output,2.731399480918409,0.002765330426708651,0.29673812119010134,0.70049654838319,0.073820055,8.0,30.878660630648906,-0.23952934145642257
LT52_R,17,-1,OL output,2.87595202798302,0.1996890976631496,0.7722915704803738,0.028019331856476638,0.07176328,6.0,35.83202253294751,0.07334876099721055
LT54_R,1,-1,OL output,2.2514305165275994,0.0,0.008143322475570033,0.99185667752443,0.06718664,8.0,56.97511088891436,-0.16208926518301614
LT55_R,1,-1,OL output,2.521123873206544,0.0005047955577990914,0.07647652700656234,0.9230186774356386,0.08586374,7.0,76.42717274002777,-0.2728845242275355
LT56_R,1,-1,CB input,3.006040768895954,0.49679249938317294,0.4986429805082655,0.004564520108561559,0.06760116,,147.09036773800062,-1.0
LT58_R,1,-1,OL internal,2.0239308283376896,0.22095456357114387,0.7220007971303308,0.05704463929852531,0.11084545,,106.85811938709459,-0.8950162593691022
LT59_R,1,1,OL output,2.8292915503394696,0.10344827586206896,0.4677276746242263,0.4288240495137047,0.07494844,6.0,29.2685623703792,-0.052986252726330285
LT60_R,1,1,OL output,2.7699738466379094,0.017399868680236373,0.26165462902166775,0.7209455022980958,0.12831376,9.0,64.5723496676515,-1.0
LT61a_R,1,1,OL output,2.33822086170916,0.0,0.01773533424283765,0.9822646657571623,0.1366794,8.0,109.39550524092289,-1.0
LT61b_R,1,1,OL output,2.813160941468096,0.06310679611650485,0.3627831715210356,0.5741100323624595,0.14041056,9.0,121.48134442694526,-1.0
LT62_R,1,1,OL output,2.7033537203773914,0.0009183673469387756,0.28622448979591836,0.7128571428571429,0.15444605,9.0,118.6888418377076,-1.0
LT63_R,2,1,OL output,2.825232991939453,0.25520276879224546,0.6786385553717217,0.06615867583603284,0.08577139,6.0,109.64971813358203,-1.0
LT64_R,1,1,OL output,2.648945854438904,0.07212822796081923,0.6179875333926981,0.3098842386464826,0.08141216,6.0,58.336194150688826,-1.0
LT65_R,1,1,OL output,2.444536668049501,0.006877228731533368,0.8555781966377993,0.13754457463066735,0.06770903,8.0,82.21969851537976,-0.4082573329288035
LT66_R,1,1,OL output,2.3784080142784743,0.003896356906292616,0.14436002337814144,0.8517436197155659,0.101899736,9.0,151.05712746840013,-1.0
LT67_R,1,1,OL output,2.57142227367596,0.012153437143942271,0.28028864413216864,0.7075579187238891,0.10451639,4.0,75.27232269403103,-1.0
LT68_R,2,-1,OL output,2.549245397656575,0.07596654088495994,0.7066496005102132,0.21738385860482695,0.10005097,6.0,50.21153174397758,-0.18928587775498995
LT69_R,1,1,OL output,2.443803459973558,0.013271783035199075,0.40507789959607615,0.5816503173687247,0.08768181,6.0,44.187493717119736,-1.0
