instance,count,sign,layer,VIC,cluster,size,r2
DNpe012_b_L,2,1,3.548656931,0.009654733,4,46.04331222,-0.705405951
DNpe012_b_R,2,1,3.706673052,0.00675361,4,120.5034772,0.034354914
DNpe013_L,1,1,4.052173523,0.00063046,3,181.7744011,-0.104630825
DNpe013_R,1,1,3.603082994,0.008123787,1,52.72074236,-1
DNpe014_L,2,1,3.380379833,0.017133746,4,56.80491056,-0.629638529
DNpe014_R,2,1,3.132851075,0.03093053,4,57.22563692,-0.226833362
DNpe015_L,6,1,3.90719531,0.001862381,1,47.30591171,-0.011128273
DNpe015_R,5,1,3.820337464,0.006477641,1,55.3856877,-0.376254728
DNpe016_L,1,1,3.571857724,0.008178121,1,41.10351356,-0.411763493
DNpe016_R,1,1,3.553768359,0.010995841,1,68.42633199,-1
DNpe017_L,1,1,3.623354509,0.007490862,4,47.53247007,-0.927231432
DNpe017_R,1,1,3.470174954,0.011494753,4,87.53455011,0.0033172
DNpe018_L,2,1,3.827500438,0.002307134,1,85.60420426,0.127337018
DNpe018_R,1,1,3.249187254,0.01450466,4,52.21664975,-0.039473237
DNpe020_0,2,1,3.75613062,0.001112753,5,61.5091328,-0.162923595
DNpe021_L,1,1,3.857678929,0.001540196,3,46.24491434,-0.211724623
DNpe021_R,1,1,3.151022789,0.017916918,5,148.2742286,-1
DNpe022_L,1,1,3.684774845,0.005846639,1,43.10285025,-1
DNpe022_R,1,1,3.500870326,0.010296747,1,66.31083958,-0.03166648
DNpe023_L,1,1,4.442601366,2.93E-05,,,
DNpe023_R,1,1,4.079297973,0.002793718,2,33.93994906,-0.594917402
DNpe024_L,1,1,4.153769724,0.000265308,,,
DNpe024_R,1,1,3.620234947,0.012277109,7,109.5758176,-1
DNpe025_L,1,1,4.54758053,0.00020533,,,
DNpe025_R,1,1,3.511422875,0.012883779,8,75.87846263,-0.720475325
DNpe026_L,1,1,4.126422134,0.000119176,,,
DNpe026_R,1,1,3.873452148,0.002983359,8,54.03160795,-0.239456208
DNpe027_L,1,1,3.747297676,0.005083766,4,41.9692408,-0.502394784
DNpe027_R,1,1,3.502207862,0.008286914,4,103.8184806,0.222664742
DNpe028_L,1,1,3.875290182,0.00243585,3,63.30044193,0.188302881
DNpe028_R,1,1,3.513096419,0.009715892,1,73.88795772,-1
DNpe029_L,2,1,5.763289158,0,,,
DNpe029_R,2,1,5.57314106,5.20E-07,,,
DNpe030_L,1,1,4.949499301,0,,,
DNpe030_R,1,1,4.76069513,1.47E-05,,,
DNpe031_L,2,-1,4.543759358,0.000191185,,,
DNpe031_R,2,-1,3.839763255,0.008882534,7,95.82101761,-0.543304708
DNpe032_L,1,1,3.635198597,0.005618849,4,65.92627153,-1
DNpe032_R,1,1,3.401461173,0.010917642,1,156.0203587,-0.003239082
DNpe033_L,1,-1,4.385055911,0.000207703,,,
DNpe033_R,1,-1,4.032033818,0.000588,6,43.38007984,0.082027384
DNpe034_L,1,1,4.605342398,3.14E-05,,,
DNpe034_R,1,1,4.602016149,4.18E-05,,,
DNpe035_L,1,1,4.198173566,0.000503077,6,165.3093721,-0.020633353
DNpe035_R,1,1,3.766559165,0.002867247,6,41.62540523,0.097153591
DNpe036_L,1,1,4.792837308,2.90E-05,,,
DNpe036_R,1,1,4.811882758,3.21E-05,,,
DNpe037_L,1,1,4.076739321,0.001270934,9,133.6761645,-0.029217952
DNpe037_R,1,1,3.282089141,0.029690476,7,110.271204,-1
DNpe039_L,1,1,4.520015234,0.000110079,,,
DNpe039_R,1,1,3.78186751,0.007110145,7,104.2141046,-0.010774299
DNpe040_L,1,1,4.374038248,0.000166173,,,
DNpe040_R,1,1,3.817554812,0.014733596,7,121.3452334,-1
DNpe041_L,1,-1,4.943955819,2.43E-05,,,
DNpe041_R,1,-1,4.70902694,2.47E-05,,,
DNpe042_L,1,1,4.268554353,6.53E-05,,,
DNpe042_R,1,1,3.96681267,0.001989643,7,66.75524453,-0.073369591
DNpe043_L,1,1,4.307794682,8.83E-05,,,
DNpe043_R,1,1,3.892967804,0.00184219,7,99.47311701,-0.2752622
DNpe045_L,1,1,4.254569325,0.00013269,,,
DNpe045_R,1,1,3.744597628,0.006417743,7,96.14744637,-0.765293029
DNpe048_L,1,0,3.952433935,0.000762055,6,89.96094179,0.025485796
DNpe048_R,1,0,3.463458971,0.002713948,6,70.46254889,0.003163753
DNpe049_L,1,1,5.284001059,0,,,
DNpe049_R,1,1,5.181349927,0,,,
DNpe050_L,1,1,4.572954285,3.15E-05,,,
DNpe050_R,1,1,4.066050501,0.006764856,7,88.99588438,-0.754764425
DNpe052_L,1,1,4.564905168,2.44E-05,,,
DNpe052_R,1,1,3.643125471,0.02974186,7,129.0169306,-1
DNpe053_L,1,1,4.271499198,0.000276103,,,
DNpe053_R,1,1,3.987400271,0.000609548,5,76.9789271,0.125824253
DNpe054_L,4,1,4.085827623,0.002300828,8,68.34542353,-0.502200335
DNpe054_R,3,1,3.981788555,0.017520668,8,105.8938748,-1
DNpe055_L,1,1,3.96932727,0.000912885,3,167.9436414,-0.247889384
DNpe055_R,1,1,3.66315293,0.00743244,2,98.30319072,-0.801506994
DNpe056_L,1,1,4.524028123,4.01E-05,,,
DNpe056_R,1,1,3.32419358,0.025097076,8,64.19221811,-0.830146757
DNpe057_L,2,1,4.05392918,0.000728655,3,37.51386076,0.099215698
DNpe057_R,2,1,3.87256086,0.002077165,8,62.86494498,-0.012012093
DNx01_L,1,1,4.941838199,0,,,
DNx01_R,1,1,4.882293108,2.43E-06,,,
DNx02_L,2,1,4.672621091,9.32E-06,,,
DNx02_R,2,1,4.658956528,0.000126064,,,
DNxl114_L,1,-1,5.309331886,0,,,
DNxl114_R,1,-1,5.520039487,0,,,
dorsal_tpGRN_L,5,1,5.612951166,0,,,
dorsal_tpGRN_R,5,1,5.513321471,0,,,
DP1l_adPN_L,1,1,5.542820284,0,,,
DP1l_adPN_R,1,1,5.344689769,1.04E-06,,,
DP1l_vPN_L,1,-1,5.582849015,0,,,
DP1l_vPN_R,2,-1,5.437138917,0,,,
DP1m_adPN_L,1,1,5.653030481,0,,,
DP1m_adPN_R,1,1,5.371211065,0,,,
DP1m_vPN_L,2,-1,5.643398826,0,,,
DP1m_vPN_R,2,-1,5.324107549,2.93E-06,,,
DPM_L,1,0,5.030970178,0,,,
DPM_R,1,0,4.405963476,7.52E-05,,,
DSKMP3_L,2,0,4.885808349,1.48E-05,,,
DSKMP3_R,2,0,4.526091948,5.83E-05,,,
EL_L,9,0,4.209001924,0.001980308,6,51.93950195,0.057958304
EL_R,9,0,4.220686502,0.001909368,6,51.93330037,0.055748207
ENS1_0,6,1,5.516897023,0,,,
ENS2_0,4,1,5.76349003,0,,,
ENS3_0,5,0,5.717227659,1.10E-06,,,
ENS4_0,5,0,5.152238598,2.03E-05,,,
ENS5_0,6,0,5.13255724,1.18E-05,,,
EPG_0,46,1,4.2445371,0.001514573,6,63.53404159,0.000190174
EPGt_0,4,1,4.532297968,0.000135886,,,
ER1_a_L,5,-1,4.718286852,0.00032644,,,
ER1_a_R,6,-1,4.24488649,0.002886544,7,141.5897006,-0.330080783
ER1_b_L,7,-1,4.748338389,0.000259665,,,
ER1_b_R,6,-1,4.550855742,0.000330288,,,
ER1_c_L,2,-1,4.751584616,0.00027985,,,
ER1_c_R,2,-1,4.387145462,0.001153221,7,121.0306504,-0.060416604
ER2_a_L,7,-1,4.058469713,0.003318907,4,66.04248618,-0.243304122
ER2_a_R,5,-1,3.71940028,0.008085206,4,19.25603691,0.518921835
ER2_b_L,3,-1,4.010785811,0.003873556,4,54.40270796,-0.233941731
ER2_b_R,1,-1,3.575654985,0.007778356,4,19.37659454,0.26557825
ER2_c_L,10,-1,4.06883003,0.003372339,4,74.55798178,-0.125244858
ER2_c_R,10,-1,3.739948972,0.007597533,4,19.1689933,0.322912427
ER2_d_L,2,-1,4.031695262,0.003797008,4,57.77676668,-0.278516755
ER2_d_R,3,-1,3.644679451,0.010356491,4,15.04630187,0.608841665
ER3a_a_L,8,-1,4.278083659,0.000936305,6,120.4986036,-0.123909265
ER3a_a_R,7,-1,3.916174138,0.004278732,4,24.88952287,0.478205205
ER3a_b_L,3,-1,4.427890812,0.000997816,6,29.94778354,0.151277402
ER3a_b_R,3,-1,4.369514141,0.000612615,6,41.09580088,0.118516672
ER3a_c_L,2,-1,4.513679359,0.000904402,6,129.0601268,-0.006919453
ER3a_c_R,2,-1,4.127113112,0.001775967,8,141.3039985,-0.167527275
ER3a_d_L,3,-1,4.29395563,0.001324441,6,114.0777179,-0.088463026
ER3a_d_R,2,-1,3.812808185,0.005369544,4,54.93023075,0.047957944
ER3d_a_L,3,-1,4.402824569,0.001305601,6,57.27728677,-0.052462704
ER3d_a_R,4,-1,4.296343826,0.002428013,4,97.57207185,-0.2311666
ER3d_b_L,10,-1,4.451890449,0.000926164,6,50.49876024,0.041084126
ER3d_b_R,10,-1,4.39761112,0.002029271,4,41.56628585,-0.13166665
ER3d_c_L,5,-1,4.393567676,0.001071931,6,61.57975899,-0.06336302
ER3d_c_R,4,-1,4.339460947,0.002398745,4,55.46952498,-0.214802947
ER3d_d_L,5,-1,4.363644872,0.000868317,6,66.88629167,-0.058875714
ER3d_d_R,6,-1,4.297866876,0.002015965,4,48.20048209,0.143694441
ER3d_e_L,3,-1,4.383787807,0.000962458,6,52.8213942,-0.030308576
ER3d_e_R,4,-1,4.421304927,0.002891185,4,52.60786804,-0.18933942
ER3m_L,9,-1,4.351625387,0.000763643,6,123.4551034,-0.113530451
ER3m_R,9,-1,4.089760766,0.00180549,4,22.34206413,-0.158497375
ER3p_a_L,7,-1,4.445634486,0.00134349,6,79.40877836,-0.010150595
ER3p_a_R,7,-1,4.443833578,0.000952254,6,125.2140552,-0.003176081
ER3p_b_L,2,-1,4.406244592,0.001148798,6,65.52193503,-0.019521196
ER3p_b_R,2,-1,4.395491496,0.002887051,4,42.84986086,-0.586361842
ER3w_a_L,2,-1,4.047320732,0.004739939,4,50.99917322,-0.236405668
ER3w_a_R,5,-1,3.643761332,0.009906177,4,18.33436195,0.513290597
ER3w_b_L,10,-1,4.034872213,0.004693064,4,67.66709542,-0.461919583
ER3w_b_R,8,-1,3.622810998,0.006445447,4,49.14512716,-0.370301148
ER3w_c_L,3,-1,3.997317421,0.004538949,4,58.33737151,-0.355270395
ER3w_c_R,3,-1,3.665433233,0.007391821,4,66.47259467,-0.210395982
ER4d_L,13,-1,4.422054157,0.000611664,6,66.5959527,0.008231288
ER4d_R,13,-1,4.367093296,0.001948749,6,44.18967284,0.240550551
ER4m_L,5,-1,4.034341535,0.003371029,6,53.08340604,0.057843621
ER4m_R,6,-1,3.48036749,0.007224632,6,9.605820645,0.349326375
ER5_L,11,-1,4.004620033,0.006253449,6,54.64904401,0.04891052
ER5_R,10,-1,3.38362366,0.010944864,6,16.97146947,0.233752876
ER6_L,2,-1,4.707716077,0.000659671,6,47.26150353,0.069989801
ER6_R,2,-1,4.598365733,0.000654716,6,29.30421256,0.145138579
ExR1_L,2,1,3.523406947,0.01090963,6,78.88682789,-0.244812438
ExR1_R,2,1,3.477775684,0.012903906,6,83.76312295,-0.244046047
ExR2_L,2,0,4.123494268,0.001290067,4,67.88578741,-0.086943342
ExR2_R,2,0,4.015772749,0.001441287,4,80.53823917,0.116098333
ExR3_L,1,0,4.129305479,0.000277152,,,
ExR3_R,1,0,3.974394387,0.001626692,2,87.24482095,0.234680939
ExR4_L,1,-1,4.621642458,0.000352142,,,
ExR4_R,1,-1,4.533754228,0.000396626,,,
ExR5_L,2,-1,3.939696829,0.003052179,4,45.30185932,-0.835371245
ExR5_R,2,-1,3.620250773,0.005501372,4,168.9866589,-0.438221323
ExR6_L,1,-1,4.65950089,0.000622107,6,53.8639749,0.047906339
ExR6_R,1,-1,4.447187006,0.000616805,6,54.33274211,0.043079021
ExR7_L,2,1,4.44220074,0.000503037,6,41.17628445,0.101493829
ExR7_R,2,1,4.397026339,0.000593317,6,42.18049916,0.088143632
ExR8_L,2,1,4.644945207,0.000242133,,,
ExR8_R,2,1,4.579094547,0.000221092,,,
FB_0,1,0,4.597836595,2.30E-05,,,
FB1A_L,2,-1,5.006879858,1.54E-05,,,
FB1A_R,2,-1,4.772402429,1.80E-05,,,
FB1B_L,2,-1,4.951967708,1.69E-05,,,
FB1B_R,2,-1,4.694693987,8.84E-05,,,
FB1C_L,2,0,4.545484421,2.95E-05,,,
FB1C_R,2,0,4.274278286,8.48E-05,,,
FB1D_L,2,-1,5.039119848,2.06E-05,,,
FB1D_R,3,-1,4.755686986,7.05E-05,,,
FB1E_a_L,3,-1,4.9896716,4.43E-06,,,
FB1E_a_R,2,-1,4.907104777,9.74E-06,,,
FB1E_b_L,1,-1,5.045454656,1.85E-05,,,
FB1E_b_R,1,-1,4.804078403,2.15E-05,,,
FB1F_L,1,-1,4.992611423,1.42E-05,,,
FB1F_R,1,-1,4.689963729,2.47E-05,,,
FB1G_L,1,1,4.693248579,1.35E-05,,,
FB1G_R,1,1,4.234058018,8.20E-05,,,
FB1H_L,1,0,4.910933969,1.23E-05,,,
FB1H_R,1,0,4.645659383,1.27E-05,,,
FB1I_L,1,-1,4.878797924,0.000102784,,,
FB1I_R,1,-1,4.827508029,0.000106887,,,
FB1J_L,1,-1,4.896759337,7.80E-05,,,
FB1J_R,1,-1,4.853367777,9.07E-05,,,
FB2A_L,2,0,4.463287983,5.83E-06,,,
FB2A_R,2,0,4.184124292,0.000130821,,,
FB2B_a_L,2,0,4.891656197,5.71E-06,,,
FB2B_a_R,2,0,4.75812563,1.66E-06,,,
FB2B_b_L,2,-1,4.431154852,3.99E-06,,,
FB2B_b_R,2,-1,4.404310013,3.95E-06,,,
FB2C_L,2,-1,4.772343344,9.79E-06,,,
FB2C_R,3,-1,4.508369544,1.80E-05,,,
FB2D_L,3,-1,4.772550467,5.79E-06,,,
FB2D_R,3,-1,4.592577329,7.63E-06,,,
FB2E_L,2,-1,4.506855667,4.16E-05,,,
FB2E_R,2,-1,4.417626504,3.91E-05,,,
FB2F_a_L,3,-1,4.65947746,7.35E-06,,,
FB2F_a_R,3,-1,4.458537163,9.60E-06,,,
FB2F_b_L,1,-1,4.801013833,0,,,
FB2F_b_R,2,-1,4.71630099,4.92E-06,,,
FB2F_c_L,2,-1,4.869100836,5.18E-06,,,
FB2F_c_R,2,-1,4.77661211,3.81E-05,,,
FB2F_d_L,2,-1,4.97302387,4.44E-06,,,
FB2F_d_R,2,-1,4.89263903,6.62E-06,,,
FB2G_a_L,1,-1,4.773210374,1.07E-06,,,
FB2G_a_R,1,-1,4.501753605,1.07E-06,,,
FB2G_b_L,3,-1,4.698820596,1.22E-05,,,
FB2G_b_R,3,-1,4.209697475,0.000166074,,,
FB2H_a_L,1,-1,4.657617561,8.07E-06,,,
FB2H_a_R,1,-1,4.452142125,1.35E-05,,,
FB2H_b_L,1,-1,4.725266173,2.21E-06,,,
FB2H_b_R,1,-1,4.483681506,2.67E-05,,,
FB2I_a_L,5,-1,4.728127193,8.47E-06,,,
FB2I_a_R,5,-1,4.59499093,1.34E-05,,,
FB2I_b_L,1,-1,4.644948096,4.70E-06,,,
FB2I_b_R,1,-1,4.27288914,0.000381194,,,
FB2J_a_L,1,-1,4.393373407,5.16E-05,,,
FB2J_a_R,1,-1,4.161547771,0.000290763,,,
FB2J_b_L,1,-1,4.037736834,0.001481597,4,74.28249704,-0.12945291
FB2J_b_R,1,-1,4.27325057,0.000108351,,,
FB2J_c_L,1,-1,4.36794367,2.54E-05,,,
FB2J_c_R,1,-1,4.371812095,1.59E-05,,,
FB2K_L,5,-1,4.583099526,1.07E-05,,,
FB2K_R,4,-1,4.502279043,1.30E-05,,,
FB2L_L,2,-1,4.955659633,1.25E-05,,,
FB2L_R,2,-1,4.777468489,1.45E-05,,,
FB2M_a_L,2,-1,4.622379945,1.14E-06,,,
FB2M_a_R,2,-1,4.456284229,3.34E-06,,,
FB2M_b_L,1,-1,4.694009458,5.67E-06,,,
FB2M_b_R,1,-1,4.437723108,1.14E-05,,,
FB3A_L,2,-1,4.505404974,5.75E-05,,,
FB3A_R,2,-1,4.449503717,8.07E-05,,,
FB3C_L,6,-1,4.832446568,9.09E-06,,,
FB3C_R,7,-1,4.545686527,3.35E-06,,,
FB3D_R,1,-1,4.627778875,6.38E-06,,,
FB3E_L,1,-1,4.81181994,1.23E-05,,,
FB3E_R,1,-1,4.626887735,1.07E-05,,,
FB4A_a_L,3,-1,5.00695574,1.22E-05,,,
FB4A_a_R,3,-1,4.780590193,1.64E-05,,,
FB4A_b_L,1,-1,5.029713177,8.88E-06,,,
FB4A_b_R,1,-1,4.874839395,5.59E-06,,,
FB4B_L,1,-1,4.869054583,2.09E-06,,,
FB4B_R,1,-1,4.679817339,6.16E-06,,,
FB4C_L,1,-1,4.869768557,7.48E-06,,,
FB4C_R,1,-1,4.714028357,1.52E-05,,,
FB4D_a_L,1,-1,4.852036914,4.60E-06,,,
FB4D_a_R,1,-1,4.835965452,7.61E-06,,,
FB4D_b_L,1,-1,4.936111671,5.82E-06,,,
FB4D_b_R,1,-1,4.927467054,6.77E-06,,,
FB4D_c_L,1,-1,4.921421467,1.10E-05,,,
FB4D_c_R,1,-1,4.876521425,5.94E-06,,,
FB4E_a_L,3,-1,4.748807473,1.44E-05,,,
FB4E_a_R,2,-1,4.657672695,1.74E-05,,,
FB4E_b_L,2,-1,4.827923817,2.00E-05,,,
FB4E_b_R,2,-1,4.638865073,2.04E-05,,,
FB4E_c_L,1,-1,4.717313628,1.17E-05,,,
FB4E_c_R,1,-1,4.666460717,1.18E-05,,,
FB4F_a_L,2,-1,4.700678225,1.50E-05,,,
FB4F_a_R,2,-1,4.564768537,1.87E-05,,,
FB4F_b_L,1,-1,4.807679686,1.31E-05,,,
FB4F_b_R,1,-1,4.785153753,1.34E-05,,,
FB4F_c_L,3,-1,4.765401266,1.55E-05,,,
FB4F_c_R,3,-1,4.65487225,1.67E-05,,,
FB4G_L,1,-1,4.867408071,1.51E-05,,,
FB4G_R,1,-1,4.731540981,1.44E-05,,,
FB4H_L,1,-1,4.809741598,2.22E-05,,,
FB4H_R,1,-1,4.651340243,1.57E-05,,,
FB4I_L,1,-1,4.663554533,1.15E-05,,,
FB4I_R,1,-1,4.690255604,1.17E-05,,,
FB4J_L,1,-1,4.896640653,1.28E-05,,,
FB4J_R,1,-1,4.862052843,7.63E-06,,,
FB4K_L,2,-1,4.791504862,2.08E-05,,,
FB4K_R,2,-1,4.783194405,2.02E-05,,,
FB4L_L,2,0,4.348923382,2.27E-05,,,
FB4L_R,2,0,3.624310612,0.009905987,2,172.832385,-0.888808642
FB4M_L,2,0,4.416089414,3.41E-05,,,
FB4M_R,2,0,4.199672355,0.000116867,,,
FB4N_L,1,-1,4.794618166,2.27E-05,,,
FB4N_R,1,-1,4.485339531,5.90E-05,,,
FB4O_L,2,-1,4.883642176,1.65E-05,,,
FB4O_R,4,-1,4.778393752,1.20E-05,,,
FB4P_a_L,2,-1,4.567437529,1.31E-05,,,
FB4P_a_R,2,-1,4.440517915,1.78E-05,,,
FB4P_b_L,2,-1,4.858195156,1.33E-05,,,
FB4P_b_R,1,-1,4.665310355,1.43E-05,,,
FB4P_c_L,1,-1,4.889076248,2.17E-05,,,
FB4P_c_R,1,-1,4.651074521,1.43E-05,,,
FB4Q_a_L,1,-1,4.941564482,1.31E-05,,,
FB4Q_a_R,1,-1,4.806100032,1.02E-05,,,
FB4Q_b_L,1,-1,4.968584666,1.04E-05,,,
FB4Q_b_R,1,-1,4.877907218,7.26E-06,,,
FB4Q_c_L,1,-1,5.006374432,1.06E-05,,,
FB4Q_c_R,2,-1,4.880471494,4.00E-06,,,
FB4R_L,3,-1,4.853824216,9.13E-06,,,
FB4R_R,3,-1,4.540164136,1.54E-05,,,
FB4X_L,1,-1,4.906404115,7.39E-06,,,
FB4X_R,1,-1,4.827097638,5.84E-06,,,
FB4Y_L,2,0,4.609374769,8.96E-05,,,
FB4Y_R,2,0,4.441964557,8.29E-05,,,
FB4Z_a_L,4,-1,4.829425051,4.53E-06,,,
FB4Z_a_R,4,-1,4.788879539,4.59E-06,,,
FB4Z_b_L,1,-1,4.781347576,7.61E-06,,,
FB4Z_b_R,2,-1,4.770788265,1.45E-05,,,
FB4Z_c_L,2,-1,4.817744643,4.53E-06,,,
FB4Z_c_R,2,-1,4.818760457,3.55E-06,,,
FB5A_L,2,-1,4.668854415,1.52E-05,,,
FB5A_R,2,-1,4.427027696,0.000149003,,,
FB5AA_L,1,-1,4.928955076,1.06E-05,,,
FB5AA_R,1,-1,4.649954552,2.51E-05,,,
FB5AB_L,1,1,5.052197924,9.45E-06,,,
FB5AB_R,1,1,4.834175071,1.16E-05,,,
FB5B_L,3,-1,5.022245518,1.33E-05,,,
FB5B_R,3,-1,4.781385616,1.47E-05,,,
FB5C_L,1,-1,4.839077693,8.29E-06,,,
FB5C_R,2,-1,4.707888886,1.77E-05,,,
FB5D_L,2,-1,4.742177701,1.17E-05,,,
FB5D_R,1,-1,4.514803527,1.36E-05,,,
FB5E_L,1,-1,4.72480421,7.72E-06,,,
FB5E_R,1,-1,4.480493332,1.36E-05,,,
FB5F_L,1,-1,4.705751556,1.22E-05,,,
FB5F_R,1,-1,4.392732016,2.56E-05,,,
FB5G_a_L,2,-1,4.695679862,3.10E-05,,,
FB5G_a_R,2,-1,4.215853478,0.000251313,,,
FB5G_b_L,1,-1,4.650766438,3.73E-05,,,
FB5G_b_R,1,-1,4.144388466,0.000317352,,,
FB5G_c_L,1,-1,4.624537965,2.52E-05,,,
FB5G_c_R,1,-1,4.162833489,0.000219023,,,
FB5H_L,1,0,4.818805229,2.01E-05,,,
FB5H_R,1,0,4.563527345,5.81E-05,,,
FB5I_L,1,-1,5.057599501,1.31E-05,,,
FB5I_R,1,-1,4.876497896,1.21E-05,,,
FB5J_L,1,-1,5.077485727,1.45E-05,,,
FB5J_R,1,-1,4.962277595,7.05E-06,,,
FB5K_L,1,-1,4.959915968,7.36E-06,,,
FB5K_R,1,-1,4.938906341,2.22E-06,,,
FB5L_L,1,-1,5.021405566,8.73E-06,,,
FB5L_R,1,-1,5.041817064,6.22E-06,,,
FB5M_L,1,-1,4.806773871,2.52E-05,,,
FB5M_R,1,-1,4.611898745,2.10E-05,,,
FB5N_L,2,-1,4.811521166,2.49E-05,,,
FB5N_R,2,-1,4.640905294,2.66E-05,,,
FB5O_L,1,-1,4.896811518,1.16E-05,,,
FB5O_R,1,-1,4.537486811,9.62E-06,,,
FB5P_L,2,-1,4.695242546,2.54E-05,,,
FB5P_R,2,-1,4.475277709,2.58E-05,,,
FB5Q_L,2,-1,4.633298805,1.88E-05,,,
FB5Q_R,2,-1,4.181179907,0.00014957,,,
FB5R_L,2,-1,4.85199645,1.24E-05,,,
FB5R_R,2,-1,4.884136923,1.12E-05,,,
FB5S_L,5,-1,5.018229917,1.25E-05,,,
FB5S_R,4,-1,5.024783751,1.64E-05,,,
FB5T_L,1,-1,4.599832448,1.89E-05,,,
FB5T_R,1,-1,4.376580413,2.66E-05,,,
FB5U_L,2,-1,4.946076272,5.01E-06,,,
FB5U_R,2,-1,4.967576865,4.49E-06,,,
FB5V_a_L,3,-1,4.45943475,3.08E-05,,,
FB5V_a_R,3,-1,4.244852209,4.87E-05,,,
FB5V_b_L,3,-1,4.418958712,3.58E-05,,,
FB5V_b_R,3,-1,4.240915821,5.30E-05,,,
FB5V_c_L,3,-1,4.54974018,2.08E-05,,,
FB5V_c_R,2,-1,4.291147453,3.86E-05,,,
FB5W_a_L,3,-1,4.909605352,1.66E-05,,,
FB5W_a_R,3,-1,4.766459669,1.40E-05,,,
FB5W_b_L,2,-1,4.812602239,1.66E-05,,,
FB5W_b_R,1,-1,4.678549746,1.06E-05,,,
FB5X_L,3,-1,4.738608911,1.34E-05,,,
FB5X_R,3,-1,4.469329481,1.80E-05,,,
FB5Y_a_L,1,-1,4.953330198,1.65E-05,,,
FB5Y_a_R,1,-1,4.63422592,2.26E-05,,,
FB5Y_b_L,1,-1,4.991045265,1.80E-05,,,
FB5Y_b_R,1,-1,4.501006608,3.64E-05,,,
FB5Z_L,2,-1,4.742808969,2.15E-05,,,
FB5Z_R,2,-1,4.559639907,3.04E-05,,,
FB6A_a_L,1,-1,4.924271619,1.91E-05,,,
FB6A_a_R,1,-1,4.780181254,2.66E-05,,,
FB6A_b_L,1,-1,4.911779682,1.91E-05,,,
FB6A_b_R,1,-1,4.706191301,3.02E-05,,,
FB6A_c_L,1,-1,4.910782089,2.19E-05,,,
FB6A_c_R,1,-1,4.75333128,2.78E-05,,,
FB6B_L,1,-1,4.942658824,1.88E-05,,,
FB6B_R,1,-1,4.487828887,5.79E-05,,,
FB6C_a_L,1,-1,5.021355822,2.01E-05,,,
FB6C_a_R,1,-1,4.851114053,2.90E-05,,,
FB6C_b_L,3,-1,4.956915264,1.71E-05,,,
FB6C_b_R,3,-1,4.848124845,2.74E-05,,,
FB6D_L,1,-1,4.902910209,1.91E-05,,,
FB6D_R,1,-1,4.74356966,2.46E-05,,,
FB6E_L,1,-1,5.061842672,1.90E-05,,,
FB6E_R,1,-1,4.935425586,1.41E-05,,,
FB6F_L,1,-1,4.494941109,0.000120084,,,
FB6F_R,1,-1,4.124578073,0.000526655,3,105.822134,-0.032907071
FB6G_L,1,-1,5.020608308,1.39E-05,,,
FB6G_R,1,-1,4.850754581,2.09E-05,,,
FB6H_L,1,0,4.88226418,1.90E-05,,,
FB6H_R,1,0,4.535230055,4.49E-05,,,
FB6I_L,1,-1,4.934126268,2.33E-05,,,
FB6I_R,1,-1,4.796027989,3.02E-05,,,
FB6J_L,3,-1,5.017478083,1.99E-05,,,
FB6J_R,2,-1,5.025751114,2.13E-05,,,
FB6K_L,2,-1,4.957819619,2.03E-05,,,
FB6K_R,2,-1,4.775466554,3.04E-05,,,
FB6L_L,2,0,4.971081022,1.68E-05,,,
FB6L_R,1,0,4.993153678,1.69E-05,,,
FB6M_L,2,-1,4.420935229,4.72E-05,,,
FB6M_R,2,-1,4.176639008,0.003510003,7,82.36020118,-0.965477562
FB6N_L,1,-1,5.039680855,1.19E-05,,,
FB6N_R,1,-1,5.025005454,9.75E-06,,,
FB6O_L,1,-1,5.045151118,1.34E-05,,,
FB6O_R,1,-1,4.950815985,9.13E-06,,,
FB6P_L,1,-1,5.058142517,1.96E-05,,,
FB6P_R,1,-1,4.928369743,1.05E-05,,,
FB6Q_L,1,-1,5.055774799,1.51E-05,,,
FB6Q_R,1,-1,4.781991113,3.41E-05,,,
FB6R_L,2,-1,4.947921514,1.89E-05,,,
FB6R_R,2,-1,4.690521519,2.55E-05,,,
FB6S_L,4,-1,4.898527281,1.86E-05,,,
FB6S_R,4,-1,4.617478703,3.14E-05,,,
FB6T_L,2,-1,4.932196721,1.46E-05,,,
FB6T_R,2,-1,4.325342325,0.000222612,,,
FB6U_L,2,-1,5.009331542,1.51E-05,,,
FB6U_R,2,-1,4.70855999,2.27E-05,,,
FB6V_L,1,-1,4.970242347,1.33E-05,,,
FB6V_R,1,-1,4.640567396,2.05E-05,,,
FB6W_L,1,-1,4.965857221,1.13E-05,,,
FB6W_R,1,-1,4.642832813,1.99E-05,,,
FB6X_L,1,-1,4.77170268,2.49E-05,,,
FB6X_R,1,-1,4.466826614,2.64E-05,,,
FB6Y_L,1,-1,4.778486896,2.82E-05,,,
FB6Y_R,1,-1,4.437031489,2.98E-05,,,
FB6Z_L,1,-1,4.868677116,1.66E-05,,,
FB6Z_R,1,-1,4.679660024,2.59E-05,,,
FB7A_L,3,-1,4.977394815,2.80E-05,,,
FB7A_R,3,-1,4.801958422,4.35E-05,,,
FB7B_L,1,0,4.531563639,0.00030707,,,
