instance,count,sign,layer,VIC,cluster,size,r2
5-HTPLP01_L,1,-1,4.600225637,2.68E-05,,,
5-HTPLP01_R,1,-1,3.852133284,0.02752474,7,124.5228524,-1
5-HTPMPD01_L,1,0,4.964282777,1.17E-05,,,
5-HTPMPD01_R,1,0,4.635970502,2.78E-05,,,
5-HTPMPV01_L,1,0,2.993731642,0.03723482,1,105.3303976,-1
5-HTPMPV01_R,1,0,3.119129687,0.029966852,1,95.17744407,-1
5-HTPMPV03_L,1,0,3.064380136,0.019853018,1,113.3412066,-0.504697771
5-HTPMPV03_R,1,0,2.997848868,0.024926115,1,109.3524531,-1
aDT4_L,2,0,4.325939124,0.000207775,,,
aDT4_R,2,0,4.043302898,0.000663614,6,98.05638878,-0.011093993
aIPg_m1_L,2,1,4.560030518,8.87E-05,,,
aIPg_m1_R,2,1,3.963125079,0.009837267,7,109.8835395,-1
aIPg_m2_L,2,1,4.453457765,7.23E-05,,,
aIPg_m2_R,2,1,3.989352598,0.011733558,7,116.0031524,-1
aIPg_m3_L,1,1,4.321021391,0.000114266,,,
aIPg_m3_R,1,1,3.947175037,0.01315356,7,117.3260301,-1
aIPg_m4_L,1,1,4.79691532,2.36E-05,,,
aIPg_m4_R,1,1,4.033875421,0.009748672,7,111.1395482,-1
aIPg1_L,4,1,4.537809752,0.0001057,,,
aIPg1_R,4,1,4.136298336,0.005202506,7,91.40361498,-0.741313058
aIPg10_L,2,1,4.687283496,3.36E-05,,,
aIPg10_R,2,1,4.266246232,0.008458001,7,111.3769895,-1
aIPg2_L,3,1,4.496299587,3.63E-05,,,
aIPg2_R,3,1,4.027793029,0.004915764,7,113.916326,-0.806744143
aIPg4_L,1,1,4.439782065,8.03E-05,,,
aIPg4_R,1,1,3.882625269,0.007114492,8,121.316684,-0.666955846
aIPg5_L,3,1,4.704726146,3.58E-05,,,
aIPg5_R,3,1,4.339461168,0.006887149,7,108.9188036,-1
aIPg6_L,3,1,4.57553,8.64E-05,,,
aIPg6_R,2,1,4.268569182,0.000533996,2,34.55221112,0.014065579
aIPg7_L,3,1,4.566222669,0.000226245,,,
aIPg7_R,4,1,4.392673678,0.000503703,7,22.17181306,0.196959275
aIPg8_L,1,1,4.612696096,2.60E-05,,,
aIPg8_R,2,1,4.052087986,0.009414491,7,115.4950335,-1
aIPg9_L,2,1,4.374566871,0.00030302,,,
aIPg9_R,1,1,4.012452923,0.011173188,7,119.5818337,-1
AL-AST1_L,1,1,5.100750504,0,,,
AL-AST1_R,2,1,5.092616122,0,,,
ALBN1_L,1,0,5.57822929,0,,,
ALBN1_R,1,0,5.52426006,0,,,
ALIN1_L,2,0,4.862505684,6.70E-06,,,
ALIN1_R,2,0,4.629851577,1.06E-05,,,
ALIN2_L,1,1,4.689005236,3.38E-06,,,
ALIN2_R,1,1,4.309435862,0.000759525,2,30.21657632,-1
ALIN3_L,2,1,4.702496844,1.34E-05,,,
ALIN3_R,2,1,3.774454773,0.003341233,2,62.25811319,-0.099153065
ALIN4_L,1,-1,4.894101436,3.60E-06,,,
ALIN4_R,1,-1,4.789656199,4.38E-06,,,
ALIN5_L,1,-1,4.697145096,9.91E-06,,,
ALIN5_R,1,-1,4.64648735,8.09E-06,,,
ALIN6_L,1,-1,4.720947633,1.18E-05,,,
ALIN6_R,1,-1,4.356959732,0.000439217,,,
ALIN7_L,1,-1,5.02366707,4.71E-06,,,
ALIN7_R,1,-1,5.044017621,0,,,
ALIN8_L,1,1,4.787533764,0,,,
ALIN8_R,1,1,4.999173046,0,,,
AL-MBDL1_L,1,1,4.941881847,0,,,
AL-MBDL1_R,1,1,4.350764818,0.000294735,,,
ALON1_L,1,1,5.236271304,0,,,
ALON1_R,1,1,4.825479419,6.07E-05,,,
ALON2_L,1,1,5.178275883,1.20E-05,,,
ALON2_R,1,1,4.945475431,6.06E-05,,,
ALON3_L,2,-1,5.173217508,0,,,
ALON3_R,2,-1,5.076788319,0,,,
aMe_TBD1_L,1,-1,3.213759532,0.016058004,1,127.5596937,-1
aMe_TBD1_R,1,-1,2.411034229,0.037194442,5,136.4205429,-0.323120915
aMe_unclear_L,1,-1,2.684294429,,,,
aMe17a_L,1,0,3.399688899,0.008813567,1,110.3980897,-0.883632789
aMe17a_R,1,0,2.582808368,0.05230955,4,123.6583623,-0.278740549
aMe17b_L,3,-1,3.463658842,0.007972876,4,94.48813809,-1
aMe17b_R,2,-1,2.023126713,0.09114882,4,159.9690124,-0.278029536
aMe17c_L,2,-1,3.238800091,0.012056702,1,107.6367519,-0.573211712
aMe17c_R,2,-1,2.239000019,0.091147855,1,183.5156968,-0.857752727
aMe17e_L,1,-1,3.214441089,0.013386682,1,88.33955975,-0.627052601
aMe17e_R,1,-1,2.218281665,0.08704661,1,176.7289464,-1
aMe2_L,4,-1,2.895610279,0.034152918,3,120.9778919,-1
aMe2_R,4,-1,2.075639719,0.13244608,4,193.201944,-0.375041399
aMe22_L,1,-1,2.273275021,0.05281848,4,156.0158776,-0.170985005
aMe22_R,1,-1,2.008473929,0.16456456,4,168.833748,-0.219149689
aMe24_L,1,-1,3.178869909,0.013912775,4,164.9402372,-0.158307273
aMe24_R,1,-1,2.344856727,0.084433466,4,119.860574,-0.604264173
aMe30_L,3,-1,3.286092728,0.01087851,4,73.07369942,-0.289961103
aMe30_R,2,-1,1.241463818,0.20137197,3,88.06346811,-0.131723763
aMe4_L,10,1,3.030101335,0.014435165,4,112.2932502,-0.365696999
aMe4_R,9,1,1.955027914,0.16360766,3,245.4389771,-0.234792781
AMMC001_L,1,-1,4.50321098,0.001218063,7,41.26158791,-0.609778861
AMMC001_R,1,-1,4.356739088,0.000196199,,,
AMMC002_L,4,-1,4.132954041,0.007231226,7,85.61381355,-0.71267099
AMMC002_R,4,-1,4.295651848,0.004052502,7,77.93575612,-1
AMMC003_L,4,-1,4.381330731,7.59E-05,,,
AMMC003_R,4,-1,4.34988432,5.36E-05,,,
AMMC004_L,3,-1,4.589044154,1.60E-05,,,
AMMC004_R,3,-1,4.529049593,3.78E-05,,,
AMMC005_L,6,-1,4.035125038,0.004409389,4,41.71801027,-0.636437869
AMMC005_R,6,-1,4.025198219,0.002044645,4,63.72111921,0.037061832
AMMC006_L,4,-1,4.175147,0.000223842,,,
AMMC006_R,4,-1,4.153950631,0.00035309,,,
AMMC007_L,4,-1,4.016599887,0.003631767,4,60.3428532,-0.823087875
AMMC007_R,5,-1,4.021575553,0.00189831,4,30.67114014,0.090780943
AMMC008_L,1,-1,4.680033221,1.33E-05,,,
AMMC008_R,1,-1,4.639075163,1.12E-05,,,
AMMC009_L,1,-1,4.188099819,0.000315173,,,
AMMC009_R,1,-1,4.141182115,0.001061619,2,19.59841408,-1
AMMC010_L,1,1,4.345776323,0.000160941,,,
AMMC010_R,1,1,4.298140985,6.96E-05,,,
AMMC011_L,1,1,4.64426485,2.14E-06,,,
AMMC011_R,1,1,4.53886822,7.27E-06,,,
AMMC012_L,1,1,4.659126488,1.23E-05,,,
AMMC012_R,1,1,4.513688432,1.28E-05,,,
AMMC013_L,1,1,4.293841204,4.39E-05,,,
AMMC013_R,1,1,4.130923179,0.000590941,4,15.72832324,0.065007033
AMMC014_L,2,1,4.299225446,0.000496554,,,
AMMC014_R,2,1,4.258951793,7.35E-05,,,
AMMC015_L,4,-1,4.545567237,1.19E-05,,,
AMMC015_R,4,-1,4.249566478,2.16E-05,,,
AMMC016_L,2,1,3.973490919,0.000730093,3,78.27821705,-0.059689362
AMMC016_R,2,1,4.048542441,0.000582992,4,119.2667371,0.017584084
AMMC017_L,2,1,3.967049786,0.002889851,8,63.54787673,-0.398715521
AMMC017_R,2,1,4.319444796,3.84E-05,,,
AMMC018_L,5,-1,4.377673527,3.22E-05,,,
AMMC018_R,4,-1,4.207724391,0.000169574,,,
AMMC019_L,5,-1,4.323063204,1.84E-05,,,
AMMC019_R,5,-1,4.166202486,0.0001111,,,
AMMC020_L,5,-1,4.318153853,1.70E-05,,,
AMMC020_R,5,-1,4.209980935,3.33E-05,,,
AMMC021_L,2,-1,4.65305,1.85E-05,,,
AMMC021_R,3,-1,4.413467084,2.36E-05,,,
AMMC022_L,3,-1,4.282272252,0.000289849,,,
AMMC022_R,3,-1,4.23117505,0.00028064,,,
AMMC023_L,2,-1,4.666738608,7.76E-06,,,
AMMC023_R,2,-1,4.386392748,0.000435239,,,
AMMC024_L,1,-1,4.343933965,0.000110241,,,
AMMC024_R,1,-1,4.314785582,0.000351305,,,
AMMC025_L,6,-1,4.307777415,0.000146701,,,
AMMC025_R,6,-1,4.07590828,0.002223048,8,64.4016556,-0.549459566
AMMC026_L,5,-1,4.811579981,1.29E-05,,,
AMMC026_R,5,-1,4.603853792,1.36E-05,,,
AMMC027_L,1,-1,4.416786559,4.96E-05,,,
AMMC027_R,2,-1,4.388831209,0.000317909,,,
AMMC028_L,2,-1,4.813683288,0,,,
AMMC028_R,2,-1,4.536588569,1.74E-06,,,
AMMC029_L,1,-1,4.81476243,7.00E-06,,,
AMMC029_R,1,-1,4.815425916,1.32E-05,,,
AMMC030_L,2,-1,4.82591758,1.34E-05,,,
AMMC030_R,1,-1,4.709428722,7.54E-06,,,
AMMC031_L,2,-1,4.691147366,1.28E-05,,,
AMMC031_R,3,-1,4.622482036,8.78E-06,,,
AMMC032_L,2,-1,4.716186134,1.21E-05,,,
AMMC032_R,2,-1,4.735804607,1.10E-05,,,
AMMC033_L,2,-1,4.693362731,1.55E-05,,,
AMMC033_R,1,-1,4.699264372,1.14E-05,,,
AMMC034_a_L,1,1,4.863985177,0,,,
AMMC034_a_R,2,1,4.477059821,9.56E-05,,,
AMMC034_b_L,1,1,4.696059947,1.02E-06,,,
AMMC034_b_R,1,1,4.480714238,0.000170781,,,
AMMC035_L,5,-1,4.370507709,0.000125185,,,
AMMC035_R,5,-1,4.345964688,0.000318447,,,
AMMC036_L,3,1,4.535970556,4.53E-05,,,
AMMC036_R,3,1,4.298227657,6.55E-05,,,
AMMC037_L,1,-1,4.53335715,6.60E-06,,,
AMMC037_R,1,-1,4.348338805,5.66E-05,,,
AMMC038_L,1,-1,4.311373049,0.00020238,,,
AMMC038_R,1,-1,4.342723222,0.000806878,4,18.14051607,-0.269116107
AMMC-A1_L,3,1,4.556437855,3.92E-05,,,
AMMC-A1_R,3,1,3.109188774,0.039861202,9,121.7770914,-1
AN09A005_L,5,0,4.727793036,1.92E-05,,,
AN09A005_R,6,0,4.592064257,0.000114118,,,
AN27X013_L,2,0,3.707393134,0.007003674,7,38.81917116,0.031295019
AN27X013_R,2,0,3.251133033,0.01534774,7,29.92159561,0.102433757
AOTU001_L,3,1,4.343275916,0.000817406,2,21.38280397,-0.315788653
AOTU001_R,4,1,3.013670722,0.055390768,1,143.7852455,-0.96304092
AOTU002_a_L,2,1,4.109269573,2.03E-05,,,
AOTU002_a_R,3,1,3.00570567,0.059694212,8,22.91458718,-0.006128172
AOTU002_b_L,3,1,4.547823222,0.000799459,3,26.5012923,-0.289118978
AOTU002_b_R,3,1,3.01689604,0.05555144,1,38.36690599,-0.176224688
AOTU002_c_L,2,1,4.272474764,0.000474691,,,
AOTU002_c_R,2,1,3.008415077,0.062301427,1,26.35398347,-0.145321778
AOTU003_L,3,1,4.560511965,0.000634114,3,32.18779992,-0.544159248
AOTU003_R,3,1,3.028010228,0.047093637,1,51.32850868,-0.148440527
AOTU004_L,3,1,4.116823975,0.000560284,3,54.97112754,-0.017557607
AOTU004_R,3,1,3.019924299,0.04387127,1,74.54442895,-0.420998189
AOTU005_L,1,1,4.320140509,0.000639959,3,30.9332702,-0.560044101
AOTU005_R,1,1,3.032891542,0.049258776,1,79.82623435,-0.879226925
AOTU006_L,1,1,4.415321176,0.000212312,,,
AOTU006_R,1,1,3.007959409,0.058313966,1,59.3960727,-0.496530807
AOTU007_a_L,2,1,4.239590794,0.001315538,3,37.19544696,-0.410041466
AOTU007_a_R,2,1,3.040723891,0.039378032,1,32.58602505,-0.080783662
AOTU007_b_L,3,1,4.240989174,0.001396605,3,23.45125037,-0.197147645
AOTU007_b_R,3,1,3.015814846,0.054295976,1,25.42994303,0.025255188
AOTU007_L,1,1,4.313264099,0.001852759,2,20.1667447,-0.581326651
AOTU007_R,1,1,3.027510727,0.05651626,1,27.70682117,-0.444168861
AOTU008_L,12,1,4.408557551,0.001431951,2,23.0863116,-0.733978139
AOTU008_R,13,1,3.022402162,0.057446394,1,41.79773063,-0.374698999
AOTU009_L,1,-1,4.341264351,7.44E-05,,,
AOTU009_R,1,-1,3.434494026,0.019202357,1,85.22663668,-1
AOTU011_L,2,-1,4.435426247,0.00012274,,,
AOTU011_R,2,-1,3.704839579,0.005262614,2,48.13297205,-0.671864322
AOTU012_L,1,1,4.354524434,0.000513717,2,14.10643958,0.194659666
AOTU012_R,1,1,3.026948922,0.04614132,1,39.55897715,-0.863548944
AOTU013_L,1,1,4.059740971,0.000771982,4,198.260585,-0.08383477
AOTU013_R,1,1,3.05398523,0.038741358,1,94.96307526,-1
AOTU014_L,1,1,4.413569537,0.001249793,2,17.65808896,-0.253624571
AOTU014_R,1,1,3.007543587,0.061988093,1,43.47595124,-1
AOTU015_L,4,1,4.538451696,0.00068203,3,21.90570089,-0.699119666
AOTU015_R,4,1,3.061057973,0.043394938,1,41.54586343,-0.220061895
AOTU016_a_L,1,1,4.524192348,0.000536665,3,19.62904554,-0.599423967
AOTU016_a_R,1,1,3.037689875,0.040364813,1,35.50919011,0.148129425
AOTU016_b_L,4,1,4.181577827,0.000398106,,,
AOTU016_b_R,4,1,3.008976399,0.061579242,1,25.22658175,0.030611925
AOTU016_c_L,2,1,4.451465129,0.001057443,3,26.07497645,-0.460589363
AOTU016_c_R,2,1,3.018650996,0.051769584,1,30.75327807,0.14498617
AOTU017_L,2,1,4.29901399,0.000571448,2,16.51353112,-0.587750992
AOTU017_R,2,1,3.001688562,0.051891096,8,27.62567846,-0.289229658
AOTU018_L,2,1,4.191663896,0.000571588,3,46.05728513,-0.122689882
AOTU018_R,2,1,3.00353173,0.061752103,1,64.77143635,-0.626847188
AOTU019_L,1,-1,4.296174647,0.001364474,3,23.52545961,-0.957644391
AOTU019_R,1,-1,3.059892883,0.04153088,1,46.88486736,-0.786794194
AOTU020_L,2,-1,4.428774947,0.000404446,,,
AOTU020_R,2,-1,3.032892931,0.034043167,1,60.33301457,-0.654374727
AOTU021_L,1,-1,4.683328229,3.34E-05,,,
AOTU021_R,1,-1,3.927895522,0.001791903,3,77.90262859,0.016103142
AOTU022_L,1,-1,4.424989833,0.000306441,,,
AOTU022_R,1,-1,3.011609003,0.046324197,1,69.2232689,-0.770617551
AOTU023_L,1,1,4.414244144,0.000750127,3,29.1453299,0.17792036
AOTU023_R,1,1,3.017602823,0.05479492,1,56.63168464,-0.656107274
AOTU024_L,1,1,4.304336385,0.000583468,3,33.35923434,-0.41599797
AOTU024_R,1,1,3.020047575,0.046780754,1,48.48032479,-0.583107683
AOTU025_L,1,1,4.528610377,0.000379703,,,
AOTU025_R,1,1,3.006893358,0.0614301,1,57.15247848,0.017295496
AOTU026_L,1,1,4.446809177,0.000469409,,,
AOTU026_R,1,1,3.013716287,0.053659476,1,50.40922043,0.102752363
AOTU027_L,1,1,4.35280523,0.000949208,3,31.74980021,-0.633617487
AOTU027_R,1,1,3.011215726,0.058705114,1,39.23466732,-0.160118554
AOTU028_L,1,1,4.50179112,0.000397401,,,
AOTU028_R,1,1,3.048535458,0.039727446,1,47.97662056,-0.529881037
AOTU029_L,1,1,4.22453534,0.000637539,3,43.84748952,-0.394695669
AOTU029_R,1,1,3.039549101,0.04334839,1,44.52409313,0.015169467
AOTU030_L,1,1,4.282667163,0.000814069,3,34.49098959,-0.615256893
AOTU030_R,1,1,3.00734938,0.049943037,1,110.9804141,-0.783426189
AOTU032_L,2,1,4.325938956,0.000402438,,,
AOTU032_R,2,1,3.496737543,0.01670992,7,75.36583424,-0.287132261
AOTU033_L,1,1,4.097200782,0.004406547,2,41.58909619,-1
AOTU033_R,1,1,3.645309463,0.010902535,8,61.53608298,-1
AOTU034_L,2,1,4.510108117,3.21E-05,,,
AOTU034_R,2,1,3.515128591,0.016773503,7,77.21102802,-0.418352611
AOTU035_L,1,-1,3.656419515,0.003283608,3,60.01164761,-0.215859067
AOTU035_R,1,-1,3.550102653,0.005906179,3,68.16192813,-0.766943775
AOTU036_L,1,-1,3.056084358,0.037416954,8,47.52197163,0.194875976
AOTU036_R,1,-1,3.067492928,0.04648272,1,85.80477135,-0.178297707
AOTU037_L,3,-1,3.642473172,0.006936214,3,100.3035765,-1
AOTU037_R,2,-1,3.214580333,0.025366196,1,89.94881557,-1
AOTU038_L,5,-1,3.234364219,0.013894475,3,74.96069799,-0.31407934
AOTU038_R,6,-1,3.047893659,0.04499968,4,74.54162726,-0.518307569
AOTU039_L,3,-1,3.450491167,0.012261855,1,72.39132122,-0.382140208
AOTU039_R,3,-1,2.895917314,0.038938347,4,70.27629808,-0.693802253
AOTU040_L,3,-1,4.139167771,0.00074806,3,86.26741316,-0.047501394
AOTU040_R,3,-1,3.920786506,0.002452421,3,64.35050537,0.304835178
AOTU041_L,2,-1,3.99539922,0.001983177,2,23.91547334,-0.356321351
AOTU041_R,2,-1,3.019051656,0.053836294,1,61.58421631,-1
AOTU042_L,2,-1,3.549400405,0.007743547,1,52.1635899,0.121074985
AOTU042_R,2,-1,4.06894705,0.002267749,2,44.62456045,-0.943968289
AOTU043_L,2,1,4.585113592,9.08E-06,,,
AOTU043_R,1,1,3.772520497,0.004943195,8,87.0537729,-0.435310602
AOTU046_L,2,-1,2.676413009,0.052347254,4,97.40288801,-0.404121107
AOTU046_R,2,-1,2.616242401,0.05762762,4,87.15503787,-0.083278069
AOTU047_L,1,-1,3.408159773,0.009503029,4,76.34488339,-0.664162778
AOTU047_R,1,-1,2.748496211,0.05329186,1,99.96561685,-1
AOTU048_L,1,-1,4.147635707,0.003273324,2,26.14632908,-0.490041285
AOTU048_R,1,-1,3.382096671,0.01799607,8,25.76508002,-0.060633269
AOTU049_L,2,-1,4.029160206,0.006598608,8,99.18842649,-0.221897071
AOTU049_R,2,-1,3.61480244,0.012925927,8,38.03215139,-0.316446626
AOTU050_L,6,-1,4.166169666,0.002239716,2,29.93727471,-0.262853785
AOTU050_R,6,-1,3.051292054,0.040514164,1,40.84590864,0.106739017
AOTU051_L,3,-1,4.245141403,0.003622284,7,72.8083115,-0.616048777
AOTU051_R,3,-1,3.835235578,0.009457147,7,58.67084912,-0.190528278
AOTU052_L,4,-1,3.994459643,0.004867156,8,66.44006622,-1
AOTU052_R,3,-1,3.090367687,0.053556304,7,73.38024229,-1
AOTU053_L,1,-1,4.205632545,0.004492014,7,59.9545929,-1
AOTU053_R,2,-1,3.509087289,0.020839896,8,47.9479468,-0.031623669
AOTU054_L,2,-1,3.279874157,0.008926775,6,52.05805174,-0.028006945
AOTU054_R,1,-1,2.05085596,0.10157191,4,45.96964167,0.503572491
AOTU055_L,2,-1,3.199404166,0.009471927,6,58.48574777,-0.255938657
AOTU055_R,3,-1,2.035422927,0.13700242,4,70.08151718,0.111565492
AOTU056_L,4,-1,3.444591837,0.00665176,4,84.55177662,-0.334208741
AOTU056_R,4,-1,2.523595959,0.064519286,4,95.47980321,-0.491068187
AOTU058_L,4,-1,3.386962316,0.008488091,4,82.48435224,-0.683084204
AOTU058_R,4,-1,2.846258079,0.09503326,4,78.78504179,-1
AOTU059_L,5,-1,4.018731914,0.002602251,2,24.73245637,-0.778746704
AOTU059_R,6,-1,3.080146127,0.037688293,8,61.79782915,-0.166910272
AOTU060_L,3,-1,4.105866119,0.000998388,3,42.83217915,-0.360324657
AOTU060_R,4,-1,3.055255948,0.030161072,1,60.81754074,-0.362743943
AOTU061_L,4,-1,4.280425818,0.000361593,,,
AOTU061_R,3,-1,3.713843236,0.009873431,2,93.63880562,-1
AOTU062_L,3,-1,4.509486042,0.000397462,,,
AOTU062_R,3,-1,3.85261301,0.005414415,2,84.48602587,-1
AOTU063_a_L,1,-1,4.495682112,0.000531719,3,30.3300242,0.020722992
AOTU063_a_R,1,-1,3.015600207,0.054718956,1,62.26801018,-1
AOTU063_b_L,1,-1,4.358725132,0.001430189,2,24.39835955,-0.43734259
AOTU063_b_R,1,-1,3.015094675,0.06143113,1,54.62043817,-0.060914751
AOTU064_L,1,-1,4.021557813,0.000765185,3,29.47702502,-0.577710226
AOTU064_R,1,-1,3.887422938,0.002550042,2,52.85694604,-0.60185015
AOTU065_L,1,1,3.984429919,0.004105246,8,66.44839324,-0.959533583
AOTU065_R,1,1,3.126821441,0.030290281,8,158.084496,-1
AOTU100m_L,1,1,4.206948856,0.002661125,2,26.94848206,-0.84427188
AOTU100m_R,1,1,3.266213939,0.019682072,1,31.1751758,0.115500397
AOTU101m_L,1,1,4.43396314,8.37E-05,,,
AOTU101m_R,1,1,3.117082178,0.028011868,1,68.88758851,-0.672218465
AOTU102m_L,1,-1,4.520097742,4.72E-05,,,
AOTU102m_R,1,-1,3.076785307,0.02758565,1,64.10881583,-0.122286255
AOTU103m_L,2,-1,4.11367594,0.00108928,6,61.42081432,-0.12137399
AOTU103m_R,2,-1,3.176173818,0.025765106,1,71.22883788,-0.968354809
aPhM1_L,11,1,6.130563698,0,,,
aPhM1_R,10,1,6.033029088,0,,,
aPhM2a_L,3,1,5.939101027,0,,,
aPhM2a_R,2,1,5.845100023,0,,,
aPhM2b_L,1,1,6.027387151,0,,,
aPhM2b_R,1,1,4.553860592,0.000595466,7,143.3336217,-0.032930324
aPhM3_L,3,1,5.709352703,0,,,
aPhM3_R,2,1,5.612963903,0,,,
aPhM4_L,1,1,6.332781937,0,,,
aPhM4_R,1,1,6.258649208,0,,,
aPhM5_L,2,1,5.962460672,0,,,
aPhM5_R,2,1,5.919159529,0,,,
APL_L,1,-1,5.034321572,0,,,
APL_R,1,-1,4.513845378,2.86E-05,,,
aSP10A_a_L,3,1,4.67654979,5.25E-05,,,
aSP10A_a_R,3,1,4.083702472,0.01017563,7,97.50408665,-1
aSP10A_b_L,5,1,4.6506627,1.47E-05,,,
aSP10A_b_R,5,1,3.533344894,0.019255338,8,56.39206866,-0.557281842
aSP10B_L,5,1,4.747408126,1.57E-05,,,
aSP10B_R,6,1,4.007051429,0.012916245,7,115.9628924,-1
aSP10C_a_L,5,1,4.793738753,7.31E-06,,,
aSP10C_a_R,4,1,4.347484455,0.005818142,9,107.6444428,-1
aSP10C_b_L,4,1,4.886430666,5.96E-06,,,
aSP10C_b_R,2,1,4.389985695,0.006308999,9,101.5672675,-1
aSP22_L,1,1,4.373752321,0.00013318,,,
aSP22_R,1,1,3.919843657,0.004637239,8,38.06899605,-0.138632493
aSP-g3Am_L,1,1,4.907563789,3.39E-06,,,
aSP-g3Am_R,1,1,4.735593437,2.10E-05,,,
AstA1_L,1,-1,4.331461994,0.000135362,,,
AstA1_R,1,-1,4.231274561,0.000150332,,,
ATL001_L,1,-1,4.454152285,1.45E-05,,,
ATL001_R,1,-1,4.092285417,0.000741083,3,41.93380939,0.13161123
ATL002_L,1,-1,4.616546776,1.69E-05,,,
ATL002_R,1,-1,4.453304118,3.48E-05,,,
ATL003_L,1,-1,4.494154363,1.25E-05,,,
ATL003_R,1,-1,4.296977286,0.00092948,2,35.74452552,-0.711145451
ATL004_L,1,-1,4.496063618,4.22E-05,,,
ATL004_R,1,-1,3.811345887,0.002453025,3,63.51810171,-1
ATL005_L,1,-1,4.47805186,2.67E-05,,,
ATL005_R,1,-1,4.368467229,0.000187321,,,
ATL006_L,1,1,4.595844629,2.33E-05,,,
ATL006_R,1,1,4.111623281,0.000694367,3,37.24657918,-0.589743722
ATL007_L,1,-1,4.423014754,2.06E-05,,,
ATL007_R,1,-1,4.351224364,0.000162015,,,
ATL008_L,1,-1,4.517937683,3.70E-05,,,
ATL008_R,1,-1,4.044445467,0.000725984,3,49.88289056,-0.574065794
ATL009_L,2,-1,4.345454103,0.00010725,,,
ATL009_R,3,-1,4.133242442,0.001985936,2,63.51049229,-0.3237045
ATL011_L,1,-1,4.566095141,1.44E-05,,,
ATL011_R,1,-1,4.464456896,6.16E-05,,,
ATL012_L,2,1,4.771458091,1.42E-05,,,
ATL012_R,2,1,4.58621666,2.68E-05,,,
ATL013_L,2,1,4.371244887,0.000821836,2,39.97644692,-0.461951868
ATL013_R,2,1,4.067783082,0.003320359,1,72.30194287,-0.702098023
ATL014_L,1,-1,4.462770997,1.42E-05,,,
ATL014_R,1,-1,4.131018492,0.002352378,8,50.96435073,-0.920026835
ATL015_L,1,1,4.444865406,0.000576221,7,43.45864886,-0.335540271
ATL015_R,1,1,4.180105473,0.006002955,7,79.92031821,-1
ATL016_L,1,-1,4.110001281,0.001606404,2,59.39617665,-0.044788469
ATL016_R,1,-1,3.325550649,0.0327334,7,68.60680954,-1
ATL017_L,1,-1,4.715690089,2.21E-05,,,
ATL017_R,1,-1,4.517784231,2.91E-05,,,
ATL018_L,2,1,4.776645147,2.27E-05,,,
ATL018_R,2,1,4.564393992,3.60E-05,,,
ATL019_L,1,1,4.550872141,1.19E-05,,,
ATL019_R,2,1,3.950960949,0.002891074,3,52.61568437,-0.713627815
ATL020_L,2,1,4.56287306,2.18E-05,,,
ATL020_R,2,1,3.953299768,0.002168578,3,103.7993206,-0.420933791
ATL021_L,1,-1,4.011167279,0.006909079,8,135.8974387,-1
ATL021_R,1,-1,3.780853613,0.013364509,7,86.42246095,0.096813216
ATL022_L,1,1,4.685440466,2.79E-05,,,
ATL022_R,1,1,4.179797239,0.00055887,3,35.84469836,-0.157909524
ATL023_L,1,-1,4.106926059,0.001940569,3,31.83827191,-0.5358607
ATL023_R,1,-1,3.466926887,0.016388826,1,66.0880676,-1
ATL024_L,1,-1,4.19316775,0.00012078,,,
ATL024_R,1,-1,3.983698366,0.002460843,3,65.35636739,0.274384564
ATL025_L,1,1,4.244582268,6.69E-05,,,
ATL025_R,1,1,4.174160414,0.000594287,3,46.2341499,-0.25339184
ATL026_L,1,1,4.355000723,4.01E-05,,,
ATL026_R,1,1,4.27808257,5.61E-05,,,
ATL027_L,1,1,4.354967969,5.81E-05,,,
ATL027_R,1,1,4.204791851,0.000107028,,,
ATL028_L,1,1,4.358536141,3.75E-05,,,
ATL028_R,1,1,4.127356006,0.001376193,2,53.25642364,-0.315255997
ATL029_L,1,1,4.569007755,2.54E-05,,,
ATL029_R,1,1,4.368687033,0.000574014,2,45.9625191,-0.642313343
ATL030_L,1,-1,4.206982666,0.00066805,3,120.892715,-0.314360806
ATL030_R,1,-1,4.065091446,0.003005626,8,60.4253557,-0.392601095
ATL031_L,1,0,3.80771745,0.003770736,1,150.9568227,-0.348086819
ATL031_R,1,0,3.713450604,0.003699977,4,144.9559702,-0.320021983
ATL032_L,1,0,4.046662112,0.001575083,7,160.5036472,-0.571509748
ATL032_R,1,0,4.120283337,0.000534101,1,162.9069456,-0.101427759
ATL033_L,1,-1,4.597248506,2.22E-05,,,
ATL033_R,1,-1,4.570281339,2.21E-05,,,
ATL034_L,1,-1,4.636270954,2.34E-05,,,
ATL034_R,1,-1,4.499932199,2.37E-05,,,
ATL035_L,1,-1,3.973284983,0.00143944,1,92.55671682,0.22494349
ATL035_R,1,-1,3.952213864,0.001278688,3,117.7798459,0.044529583
ATL036_L,1,-1,4.175033764,0.000651802,2,28.03302464,-0.447935757
ATL036_R,1,-1,4.057601021,0.001184984,1,44.42670985,-0.023177958
ATL037_L,1,1,4.646374043,2.65E-05,,,
ATL037_R,1,1,4.560923409,2.37E-05,,,
ATL038_L,1,1,4.54631547,2.00E-05,,,
ATL038_R,1,1,4.364155861,3.04E-05,,,
ATL039_L,1,1,4.622704432,1.68E-05,,,
ATL039_R,1,1,4.484530955,2.24E-05,,,
